phi,mean,maxi,const
0.90,0.531448,0.896544,5.10
2.70,-0.456738,-0.164224,5.00
1.10,0.425504,0.921544,5.10
1.00,0.482771,0.932264,5.10
0.60,0.519868,0.893341,5.10
1.20,0.359848,0.835088,5.10
1.30,0.269342,0.762081,5.10
5.90,-0.391159,-0.161794,5.00
6.00,-0.302751,-0.112053,5.00
6.10,-0.208439,0.016457,5.00
6.20,-0.091996,0.186809,5.00
3.50,0.395682,0.757172,5.00
2.40,-0.568522,-0.244406,5.10
2.00,-0.439787,-0.191507,5.10
2.10,-0.489676,-0.220859,5.10
1.70,-0.166559,0.097029,5.10
2.20,-0.528694,-0.223069,5.10
1.80,-0.280680,-0.002685,5.10
1.90,-0.377071,-0.100470,5.10
2.60,-0.502696,-0.237563,5.10
3.00,-0.172679,-0.074351,5.10
3.10,-0.051794,-0.023730,5.10
2.90,-0.295021,-0.121343,5.10
3.20,0.072358,0.208698,5.10
1.50,0.048750,0.348975,5.10
1.40,0.157517,0.592614,5.10
3.40,0.304990,0.568900,5.10
1.60,-0.056024,0.223448,5.10
3.90,0.567390,0.935657,5.10
4.00,0.557707,0.978388,5.10
4.10,0.522534,0.947478,5.10
4.70,0.037842,0.610110,5.10
4.60,0.149170,0.650684,5.10
4.20,0.483809,0.967665,5.10
2.70,-0.461365,-0.198691,5.10
4.40,0.365449,0.917314,5.10
4.30,0.431717,0.915790,5.10
4.50,0.263419,0.770291,5.10
2.50,-0.540085,-0.248438,5.10
0.20,0.233339,0.722133,5.10
5.20,-0.435994,-0.006983,5.10
5.00,-0.287518,0.033172,5.10
5.10,-0.372042,0.032592,5.10
5.30,-0.492230,-0.121574,5.10
0.10,0.112731,0.258419,5.10
3.80,0.550508,0.920945,5.10
3.60,0.467804,0.972921,5.10
3.50,0.396111,0.706899,5.10
3.70,0.511049,0.928130,5.10
2.80,-0.393828,-0.165967,5.10
3.30,0.192113,0.481309,5.10
4.80,-0.066421,0.409101,5.10
5.70,-0.507739,-0.136595,5.10
5.90,-0.386302,-0.135745,5.10
5.80,-0.449149,-0.144973,5.10
6.00,-0.306728,-0.091699,5.10
0.60,0.521881,0.899354,5.20
0.80,0.563499,0.934993,5.20
0.90,0.528357,0.969650,5.20
1.00,0.478444,0.954585,5.20
5.40,-0.538823,-0.197925,5.10
5.50,-0.566442,-0.200376,5.10
5.60,-0.560592,-0.181598,5.10
2.30,-0.557567,-0.242498,5.10
1.10,0.421227,0.902136,5.20
1.20,0.357225,0.846121,5.20
1.30,0.264930,0.777951,5.20
1.40,0.152047,0.612841,5.20
6.10,-0.209244,0.106136,5.10
0.00,0.000000,0.000000,5.20
6.20,-0.092712,0.112517,5.10
0.10,0.113227,0.314182,5.20
0.50,0.458420,0.905423,5.20
0.70,0.565556,0.914574,5.20
0.40,0.406193,0.750787,5.20
2.10,-0.486481,-0.213080,5.20
1.80,-0.277992,0.008741,5.20
1.90,-0.369838,-0.052088,5.20
2.00,-0.436505,-0.183988,5.20
2.20,-0.525211,-0.215024,5.20
2.30,-0.558065,-0.227936,5.20
2.40,-0.566876,-0.248984,5.20
1.70,-0.164922,0.094572,5.20
0.20,0.226976,0.472946,5.20
2.60,-0.511454,-0.249360,5.20
2.70,-0.458630,-0.202690,5.20
2.50,-0.545365,-0.243414,5.20
2.90,-0.290451,-0.131187,5.20
2.80,-0.388990,-0.162923,5.20
3.00,-0.175274,-0.075658,5.20
3.30,0.193874,0.473477,5.20
3.10,-0.052144,-0.021964,5.20
3.20,0.073023,0.184662,5.20
3.70,0.515075,0.905102,5.20
3.90,0.565550,0.912135,5.20
3.80,0.549547,0.933457,5.20
1.60,-0.054444,0.236869,5.20
1.50,0.047492,0.351166,5.20
4.00,0.552941,0.958178,5.20
4.30,0.427735,0.923062,5.20
4.50,0.259640,0.784221,5.20
4.40,0.361669,0.883221,5.20
4.90,-0.178119,0.139737,5.10
0.30,0.322328,0.624404,5.20
5.10,-0.368138,0.047434,5.20
5.00,-0.281757,0.043835,5.20
4.90,-0.172533,0.196106,5.20
4.70,0.036016,0.584582,5.20
4.60,0.145703,0.655216,5.20
4.80,-0.064053,0.415056,5.20
3.40,0.320482,0.798935,5.20
3.60,0.469069,0.965702,5.20
0.50,0.464624,0.887843,5.30
0.30,0.320427,0.615751,5.30
0.00,0.000000,0.000000,5.30
6.20,-0.091736,0.208444,5.20
0.10,0.115030,0.260523,5.30
0.20,0.222241,0.410096,5.30
5.20,-0.430574,0.033519,5.20
5.80,-0.450753,-0.129107,5.20
3.50,0.401184,0.795860,5.20
6.10,-0.211671,0.010877,5.20
6.00,-0.309067,-0.100947,5.20
5.90,-0.398692,-0.132909,5.20
0.60,0.526393,0.901198,5.30
5.30,-0.488165,-0.114062,5.20
5.40,-0.535671,-0.189181,5.20
0.70,0.562626,0.899847,5.30
5.50,-0.563198,-0.172669,5.20
5.60,-0.559416,-0.157567,5.20
5.70,-0.513046,-0.134584,5.20
1.50,0.044499,0.351231,5.30
1.60,-0.052312,0.245870,5.30
1.70,-0.164033,0.101331,5.30
1.80,-0.275086,0.023106,5.30
1.90,-0.368694,-0.101782,5.30
2.30,-0.556405,-0.229301,5.30
2.10,-0.483063,-0.202025,5.30
2.20,-0.522435,-0.208395,5.30
4.20,0.478689,0.959487,5.20
2.40,-0.564991,-0.249895,5.30
2.50,-0.548301,-0.247785,5.30
2.60,-0.512043,-0.252401,5.30
4.10,0.517946,0.940969,5.20
2.00,-0.433205,-0.175778,5.30
0.80,0.562502,0.910798,5.30
3.10,-0.053214,-0.023679,5.30
3.30,0.197750,0.474376,5.30
0.90,0.525010,0.942061,5.30
1.00,0.474170,0.930508,5.30
3.50,0.404131,0.813712,5.30
3.20,0.074414,0.183234,5.30
3.40,0.316626,0.619872,5.30
1.30,0.259388,0.752240,5.30
1.10,0.416521,0.908907,5.30
3.60,0.469465,0.932523,5.30
4.10,0.516189,0.941450,5.30
3.90,0.565268,0.912380,5.30
3.80,0.553012,0.914358,5.30
4.00,0.549759,0.968145,5.30
3.70,0.520350,0.937085,5.30
4.20,0.475165,0.949252,5.30
4.30,0.423198,0.912096,5.30
1.20,0.348958,0.856943,5.30
4.60,0.142642,0.641815,5.30
4.50,0.257657,0.790444,5.30
4.70,0.036769,0.586702,5.30
4.80,-0.061791,0.408391,5.30
2.80,-0.390703,-0.157665,5.30
2.70,-0.458661,-0.195260,5.30
1.40,0.151005,0.586414,5.30
0.40,0.410033,0.784449,5.30
4.90,-0.168229,0.142738,5.30
5.00,-0.277233,0.059842,5.30
5.20,-0.425050,0.038870,5.30
5.10,-0.363099,0.068027,5.30
5.30,-0.482324,-0.107153,5.30
5.40,-0.532985,-0.169476,5.30
5.70,-0.514412,-0.134223,5.30
5.60,-0.560569,-0.155054,5.30
4.40,0.355264,0.869075,5.30
3.00,-0.177506,-0.076085,5.30
0.30,0.325404,0.606745,5.40
0.40,0.410940,0.780581,5.40
5.50,-0.560499,-0.167440,5.30
5.80,-0.450946,-0.113210,5.30
5.90,-0.399800,-0.141370,5.30
6.00,-0.305149,-0.058966,5.30
2.90,-0.294723,-0.129897,5.30
0.80,0.561079,0.939522,5.40
0.90,0.522446,0.901817,5.40
1.00,0.469345,0.829021,5.40
1.10,0.411187,0.932121,5.40
1.20,0.345954,0.846548,5.40
1.30,0.254444,0.746362,5.40
0.50,0.471058,0.902545,5.40
1.50,0.042587,0.341660,5.40
1.40,0.147137,0.599651,5.40
0.10,0.113213,0.282214,5.40
6.10,-0.210844,-0.065393,5.30
6.20,-0.097487,0.011574,5.30
0.00,0.000000,0.000000,5.40
0.70,0.559225,0.889744,5.40
0.20,0.232830,0.444844,5.40
2.60,-0.518686,-0.245741,5.40
2.70,-0.465987,-0.193745,5.40
2.50,-0.549056,-0.234519,5.40
2.90,-0.288949,-0.125832,5.40
3.00,-0.178398,-0.079137,5.40
2.80,-0.391292,-0.170370,5.40
3.10,-0.053472,-0.025360,5.40
3.80,0.556342,0.944440,5.40
3.40,0.306624,0.635593,5.40
3.20,0.075038,0.209680,5.40
3.30,0.198338,0.494384,5.40
0.60,0.528454,0.924676,5.40
3.90,0.566463,0.902416,5.40
4.00,0.550209,0.991815,5.40
4.10,0.512411,0.966775,5.40
4.20,0.470648,0.957658,5.40
4.30,0.420024,0.922425,5.40
4.40,0.350571,0.869277,5.40
4.50,0.252993,0.773105,5.40
4.60,0.139649,0.632770,5.40
4.70,0.035692,0.592597,5.40
1.60,-0.053566,0.246295,5.40
1.70,-0.161022,0.113231,5.40
1.80,-0.272281,0.029358,5.40
2.00,-0.428229,-0.134182,5.40
2.10,-0.479885,-0.193888,5.40
5.40,-0.529727,-0.169306,5.40
3.50,0.407417,0.753886,5.40
2.30,-0.554294,-0.225384,5.40
2.40,-0.565676,-0.232877,5.40
1.90,-0.364310,-0.107874,5.40
5.50,-0.562680,-0.147555,5.40
5.60,-0.556997,-0.132707,5.40
5.20,-0.422525,0.027553,5.40
4.80,-0.058645,0.430248,5.40
4.90,-0.165084,0.189647,5.40
5.00,-0.273976,0.070759,5.40
5.10,-0.360667,0.073603,5.40
2.20,-0.520163,-0.205779,5.40
5.90,-0.402082,-0.124476,5.40
6.00,-0.303788,-0.029803,5.40
6.10,-0.209812,-0.048080,5.40
6.20,-0.095718,0.007253,5.40
5.70,-0.519159,-0.131055,5.40
0.20,0.229547,0.483648,5.50
0.10,0.119668,0.455266,5.50
0.70,0.560338,0.891025,5.50
0.60,0.527305,0.914978,5.50
0.80,0.558700,0.960985,5.50
0.90,0.518855,0.923613,5.50
1.00,0.465747,0.904138,5.50
1.20,0.343590,0.817033,5.50
1.10,0.406209,0.869886,5.50
0.00,0.000000,0.000000,5.50
1.30,0.251045,0.756947,5.50
5.80,-0.460079,-0.133676,5.40
3.60,0.476015,0.947744,5.40
3.70,0.520148,0.905480,5.40
2.20,-0.517899,-0.197141,5.50
2.30,-0.552049,-0.224619,5.50
1.90,-0.360494,-0.069006,5.50
1.80,-0.264572,0.045307,5.50
2.00,-0.423669,-0.174951,5.50
2.10,-0.478237,-0.182680,5.50
2.80,-0.390945,-0.163813,5.50
2.90,-0.292383,-0.125531,5.50
2.70,-0.470289,-0.188103,5.50
2.40,-0.566846,-0.242977,5.50
2.50,-0.552619,-0.242256,5.50
2.60,-0.511324,-0.236897,5.50
0.40,0.410331,0.795196,5.50
3.30,0.201368,0.474665,5.50
3.40,0.309476,0.666977,5.50
3.20,0.075244,0.221579,5.50
5.30,-0.479528,-0.100422,5.40
3.50,0.401190,0.745464,5.50
3.60,0.475760,0.946743,5.50
0.30,0.319907,0.645293,5.50
5.20,-0.417997,0.047022,5.50
3.70,0.517830,0.885697,5.50
3.90,0.566859,0.901272,5.50
4.00,0.545819,0.944705,5.50
5.00,-0.268391,0.091771,5.50
3.80,0.555648,0.937774,5.50
5.30,-0.475595,-0.111267,5.50
5.40,-0.527551,-0.167626,5.50
3.00,-0.178786,-0.078006,5.50
3.10,-0.053516,-0.025715,5.50
1.50,0.040865,0.344277,5.50
1.40,0.143963,0.619730,5.50
1.60,-0.054557,0.254139,5.50
1.70,-0.159398,0.124245,5.50
5.50,-0.562264,-0.140346,5.50
5.60,-0.559732,-0.126987,5.50
5.70,-0.523199,-0.141743,5.50
0.50,0.472623,0.909107,5.50
5.10,-0.354107,0.096116,5.50
5.80,-0.460055,-0.124910,5.50
4.20,0.468580,0.967077,5.50
4.10,0.509710,0.959106,5.50
4.30,0.412268,0.888878,5.50
4.50,0.250190,0.771934,5.50
4.80,-0.057022,0.407356,5.50
4.40,0.346500,0.863509,5.50
4.90,-0.161988,0.246458,5.50
6.00,-0.312845,-0.055172,5.50
5.90,-0.403261,-0.106977,5.50
6.10,-0.207566,-0.067683,5.50
0.00,0.000000,0.000000,5.60
0.10,0.123341,0.460060,5.60
4.60,0.138690,0.635705,5.50
0.50,0.473016,0.931511,5.60
0.70,0.562111,0.892725,5.60
0.60,0.531005,0.930189,5.60
0.40,0.412114,0.784630,5.60
0.20,0.226411,0.437285,5.60
0.30,0.325506,0.624890,5.60
6.20,-0.098884,-0.003706,5.50
1.30,0.244842,0.770618,5.60
1.20,0.337313,0.843203,5.60
1.60,-0.051323,0.256231,5.60
1.70,-0.156968,0.118948,5.60
1.80,-0.262930,0.048258,5.60
1.10,0.402378,0.971466,5.60
0.90,0.515521,0.899629,5.60
0.80,0.553243,0.925746,5.60
1.00,0.463859,0.923504,5.60
4.70,0.036033,0.596285,5.50
2.80,-0.392971,-0.171081,5.60
2.90,-0.296750,-0.122611,5.60
3.00,-0.179802,-0.079832,5.60
2.60,-0.518253,-0.234895,5.60
2.30,-0.549280,-0.207296,5.60
2.40,-0.568062,-0.242587,5.60
2.50,-0.551652,-0.232676,5.60
3.10,-0.054397,-0.025524,5.60
1.90,-0.356237,-0.047237,5.60
3.30,0.199922,0.491391,5.60
3.20,0.076368,0.209924,5.60
2.00,-0.419085,-0.148118,5.60
2.10,-0.472277,-0.166997,5.60
2.20,-0.514341,-0.189486,5.60
3.40,0.314176,0.657122,5.60
3.50,0.406866,0.750111,5.60
3.70,0.524194,0.885647,5.60
3.60,0.482220,0.864595,5.60
5.30,-0.472312,-0.091651,5.60
5.40,-0.523991,-0.149714,5.60
5.50,-0.555071,-0.119550,5.60
5.60,-0.559624,-0.113946,5.60
5.70,-0.520328,-0.112608,5.60
5.80,-0.465014,-0.125238,5.60
6.10,-0.209005,0.083706,5.60
5.90,-0.401135,-0.106551,5.60
6.00,-0.306295,-0.023691,5.60
6.20,-0.100527,-0.012590,5.60
5.20,-0.414422,0.032227,5.60
3.80,0.559162,0.942269,5.60
3.90,0.565821,0.907416,5.60
4.00,0.544530,0.942842,5.60
4.80,-0.054984,0.432790,5.60
4.10,0.507911,0.967805,5.60
0.10,0.122700,0.247970,5.70
4.70,0.036206,0.594106,5.60
4.50,0.243277,0.730826,5.60
5.00,-0.265387,0.092803,5.60
4.30,0.408747,0.901460,5.60
4.20,0.464759,0.962472,5.60
4.40,0.343727,0.869615,5.60
0.30,0.321037,0.637358,5.70
5.10,-0.348723,0.116939,5.60
0.20,0.230729,0.541847,5.70
1.50,0.039220,0.341989,5.60
1.40,0.139521,0.591925,5.60
4.60,0.136730,0.643988,5.60
2.70,-0.469730,-0.201508,5.60
1.90,-0.350140,-0.042054,5.70
1.30,0.242251,0.764173,5.70
1.40,0.136937,0.601536,5.70
0.90,0.511600,0.864732,5.70
1.80,-0.260814,0.061048,5.70
1.00,0.458235,0.906358,5.70
1.10,0.396604,0.917304,5.70
1.50,0.037754,0.347685,5.70
1.60,-0.050361,0.264364,5.70
1.70,-0.151346,0.146478,5.70
0.00,0.000000,0.000000,5.70
2.10,-0.469633,-0.158762,5.70
1.20,0.335094,0.799574,5.70
0.50,0.476691,0.926019,5.70
0.60,0.529532,0.930286,5.70
0.40,0.411224,0.805541,5.70
2.00,-0.414981,-0.158970,5.70
2.20,-0.511445,-0.174078,5.70
2.30,-0.546861,-0.206994,5.70
2.70,-0.467948,-0.176706,5.70
2.80,-0.394340,-0.146398,5.70
0.70,0.561391,0.926765,5.70
3.00,-0.178540,-0.081891,5.70
3.10,-0.054721,-0.026704,5.70
3.20,0.076222,0.187200,5.70
3.30,0.199180,0.445486,5.70
2.40,-0.565267,-0.232213,5.70
2.50,-0.553670,-0.233722,5.70
0.80,0.553056,0.930514,5.70
3.50,0.405759,0.785284,5.70
3.40,0.313054,0.684633,5.70
3.60,0.479100,0.932322,5.70
2.60,-0.517849,-0.225443,5.70
3.80,0.557857,0.942995,5.70
3.70,0.524420,0.888665,5.70
3.90,0.562199,0.894851,5.70
4.20,0.461041,0.939088,5.70
4.10,0.503918,0.948895,5.70
4.00,0.542964,0.974346,5.70
4.90,-0.156972,0.258455,5.60
4.30,0.405716,0.903099,5.70
5.70,-0.520066,-0.122234,5.70
5.20,-0.409489,0.032576,5.70
5.60,-0.556577,-0.092248,5.70
2.90,-0.294733,-0.135580,5.70
0.70,0.557134,0.919061,5.80
5.30,-0.468726,-0.094327,5.70
0.10,0.114875,0.263939,5.80
0.00,0.000000,0.000000,5.80
0.20,0.232920,0.597268,5.80
0.40,0.417057,0.831709,5.80
0.50,0.483397,0.938814,5.80
4.40,0.338151,0.853684,5.70
4.60,0.133516,0.621076,5.70
4.50,0.240492,0.726313,5.70
4.70,0.035275,0.589158,5.70
0.30,0.329297,0.632093,5.80
6.00,-0.304705,0.011588,5.70
6.10,-0.207807,-0.015108,5.70
5.90,-0.404934,-0.095891,5.70
5.10,-0.344046,0.128578,5.70
4.80,-0.052853,0.465500,5.70
5.00,-0.260772,0.128888,5.70
4.90,-0.154599,0.252314,5.70
1.50,0.037033,0.344372,5.80
1.20,0.328078,0.786464,5.80
1.60,-0.048406,0.275886,5.80
1.40,0.134613,0.589293,5.80
1.30,0.239933,0.774020,5.80
1.70,-0.147829,0.155424,5.80
1.80,-0.256022,0.066346,5.80
1.90,-0.347961,-0.074900,5.80
1.00,0.455220,0.874865,5.80
0.80,0.549979,0.943807,5.80
0.90,0.509574,0.877891,5.80
5.80,-0.470488,-0.125685,5.70
6.20,-0.104854,-0.024325,5.70
2.00,-0.411311,-0.142754,5.80
2.10,-0.466340,-0.151659,5.80
2.20,-0.507919,-0.165231,5.80
2.30,-0.544891,-0.204379,5.80
2.40,-0.563626,-0.226100,5.80
2.50,-0.557605,-0.239084,5.80
3.10,-0.056658,-0.025573,5.80
3.00,-0.187106,-0.086959,5.80
1.10,0.393285,0.883675,5.80
2.60,-0.525692,-0.229043,5.80
2.80,-0.400008,-0.145933,5.80
2.70,-0.467600,-0.182534,5.80
0.60,0.533718,0.946851,5.80
5.40,-0.520638,-0.132476,5.70
5.50,-0.556836,-0.103330,5.70
4.00,0.539018,0.976857,5.80
4.10,0.501588,0.964731,5.80
3.70,0.532441,0.885767,5.80
3.50,0.408901,0.810543,5.80
3.60,0.480401,0.886899,5.80
3.80,0.558662,0.954367,5.80
3.40,0.318595,0.703536,5.80
3.90,0.561363,0.877614,5.80
4.20,0.459054,0.962133,5.80
4.30,0.400903,0.897932,5.80
4.40,0.335485,0.854263,5.80
4.50,0.237871,0.762779,5.80
4.60,0.131404,0.614577,5.80
4.70,0.033706,0.570318,5.80
4.80,-0.051500,0.452934,5.80
2.90,-0.295309,-0.136647,5.80
5.40,-0.516877,-0.110485,5.80
5.30,-0.464765,-0.075398,5.80
5.50,-0.554485,-0.074311,5.80
5.70,-0.524544,-0.116603,5.80
6.00,-0.304594,-0.005558,5.80
5.60,-0.555562,-0.094322,5.80
3.20,0.079750,0.186422,5.80
5.80,-0.470747,-0.115342,5.80
5.00,-0.256951,0.125936,5.80
4.90,-0.151867,0.250658,5.80
5.10,-0.340829,0.128279,5.80
5.20,-0.404480,0.079985,5.80
0.10,0.125345,0.255755,5.90
0.20,0.233615,0.488490,5.90
0.30,0.330698,0.663634,5.90
0.40,0.422132,0.830746,5.90
5.90,-0.406964,-0.120185,5.80
1.80,-0.252925,0.062409,5.90
1.60,-0.049551,0.264237,5.90
1.70,-0.146306,0.149590,5.90
2.00,-0.406997,-0.136308,5.90
1.90,-0.341768,-0.056045,5.90
1.40,0.130982,0.585330,5.90
1.50,0.035256,0.352493,5.90
6.10,-0.212945,0.360738,5.80
6.20,-0.106650,-0.025007,5.80
0.00,0.000000,0.000000,5.90
2.20,-0.507105,-0.156675,5.90
2.10,-0.463336,-0.144053,5.90
1.00,0.451048,0.842408,5.90
1.20,0.323871,0.801624,5.90
1.30,0.236257,0.735724,5.90
0.60,0.534568,0.930632,5.90
0.70,0.558672,0.915549,5.90
0.50,0.484757,0.945851,5.90
0.80,0.549377,0.966339,5.90
0.90,0.505510,0.875682,5.90
3.30,0.205738,0.516874,5.80
2.40,-0.562454,-0.208454,5.90
2.30,-0.542828,-0.193345,5.90
3.60,0.479635,0.910930,5.90
2.80,-0.399121,-0.148668,5.90
3.00,-0.188069,-0.090974,5.90
3.10,-0.058462,-0.026844,5.90
2.90,-0.304299,-0.122400,5.90
2.70,-0.469873,-0.176556,5.90
3.50,0.412683,0.772211,5.90
3.70,0.531208,0.899838,5.90
3.80,0.559032,0.969432,5.90
3.90,0.560458,0.890471,5.90
4.00,0.536437,0.968443,5.90
4.10,0.499568,0.965997,5.90
4.20,0.455255,0.958234,5.90
4.30,0.395393,0.871911,5.90
4.40,0.332239,0.835136,5.90
5.10,-0.334457,0.158138,5.90
4.80,-0.049812,0.461309,5.90
4.70,0.033921,0.597068,5.90
4.90,-0.147720,0.269205,5.90
1.10,0.390001,0.872287,5.90
5.00,-0.252167,0.136492,5.90
2.50,-0.554236,-0.230626,5.90
5.70,-0.525356,-0.111224,5.90
5.20,-0.399915,0.052102,5.90
4.50,0.236552,0.719405,5.90
0.10,0.127896,0.265678,6.00
6.20,-0.105626,-0.006721,5.90
0.00,0.000000,0.000000,6.00
0.20,0.237754,0.553013,6.00
0.30,0.328139,0.657896,6.00
5.90,-0.409215,-0.151713,5.90
5.80,-0.472946,-0.110390,5.90
6.00,-0.312444,-0.065725,5.90
6.10,-0.217027,0.429655,5.90
4.60,0.126425,0.619042,5.90
5.30,-0.460073,-0.079787,5.90
5.50,-0.552636,-0.064649,5.90
5.40,-0.513068,-0.085721,5.90
0.50,0.485970,0.949058,6.00
5.60,-0.560035,-0.075799,5.90
1.50,0.033566,0.346375,6.00
2.60,-0.522258,-0.217307,5.90
1.40,0.127126,0.597220,6.00
1.30,0.233846,0.777991,6.00
1.10,0.385147,0.840050,6.00
1.00,0.444684,0.832873,6.00
1.20,0.317752,0.812666,6.00
0.60,0.538381,0.956311,6.00
1.70,-0.142853,0.175203,6.00
0.70,0.560640,0.944545,6.00
0.80,0.544459,0.923196,6.00
3.40,0.328897,0.639288,5.90
3.30,0.207959,0.492682,5.90
3.20,0.081908,0.252020,5.90
0.90,0.504109,0.898513,6.00
1.60,-0.047890,0.276567,6.00
2.40,-0.561236,-0.214889,6.00
2.90,-0.316015,-0.109555,6.00
2.60,-0.525573,-0.223781,6.00
2.80,-0.401839,-0.133908,6.00
2.50,-0.552903,-0.213820,6.00
2.70,-0.471790,-0.170977,6.00
2.30,-0.538242,-0.197999,6.00
3.00,-0.183701,-0.081189,6.00
0.40,0.421632,0.835840,6.00
4.10,0.495225,0.971738,6.00
2.20,-0.502934,-0.145015,6.00
3.80,0.558854,0.995268,6.00
3.70,0.531740,0.858631,6.00
3.90,0.558130,0.886911,6.00
3.10,-0.056548,-0.027706,6.00
3.30,0.207368,0.458101,6.00
4.20,0.451680,0.959198,6.00
4.30,0.391668,0.877673,6.00
4.40,0.327538,0.854764,6.00
4.50,0.234106,0.755000,6.00
4.60,0.124490,0.602957,6.00
4.70,0.033417,0.583043,6.00
3.40,0.333610,0.579233,6.00
4.00,0.534149,0.963516,6.00
1.80,-0.250532,0.069631,6.00
2.10,-0.458974,-0.121504,6.00
2.00,-0.401951,-0.127856,6.00
1.90,-0.338897,-0.051880,6.00
4.80,-0.047562,0.474936,6.00
3.50,0.408193,0.922191,6.00
6.20,-0.105079,-0.002091,6.00
6.10,-0.218393,0.165228,6.00
5.00,-0.247998,0.169235,6.00
4.90,-0.146758,0.258001,6.00
5.10,-0.331755,0.175482,6.00
5.20,-0.393996,0.087760,6.00
0.00,0.000000,0.000000,6.10
0.10,0.126007,0.257845,6.10
0.20,0.243326,0.723130,6.10
0.30,0.332377,0.700967,6.10
0.40,0.429828,0.902989,6.10
0.50,0.482821,0.973276,6.10
6.00,-0.311343,-0.056165,6.00
1.10,0.379255,0.915740,6.10
0.90,0.501104,0.897884,6.10
1.00,0.440833,0.882344,6.10
5.40,-0.511734,-0.079196,6.00
5.30,-0.455507,-0.066826,6.00
5.50,-0.550038,-0.043880,6.00
1.50,0.032980,0.350150,6.10
5.80,-0.476779,-0.153054,6.00
1.40,0.124720,0.577938,6.10
1.20,0.314415,0.797262,6.10
1.30,0.227541,0.735816,6.10
5.60,-0.557641,-0.074034,6.00
1.70,-0.141407,0.168593,6.10
0.80,0.542807,0.954162,6.10
0.70,0.556996,0.975475,6.10
0.60,0.536779,0.949714,6.10
1.60,-0.048515,0.277761,6.10
3.20,0.078868,0.155067,6.00
5.70,-0.528588,-0.127699,6.00
5.90,-0.412159,-0.129463,6.00
3.60,0.482711,0.891450,6.00
1.90,-0.336540,-0.002106,6.10
3.50,0.414403,0.808869,6.10
3.20,0.080140,0.234895,6.10
3.30,0.214335,0.599608,6.10
3.10,-0.056708,-0.026535,6.10
3.40,0.321776,0.644983,6.10
2.50,-0.554851,-0.229676,6.10
2.60,-0.525984,-0.215073,6.10
3.00,-0.189035,-0.073901,6.10
2.70,-0.481644,-0.166491,6.10
2.80,-0.400139,-0.119534,6.10
3.60,0.492382,0.989791,6.10
2.90,-0.308879,-0.116133,6.10
3.70,0.531993,0.874459,6.10
3.80,0.557250,0.969843,6.10
4.00,0.530830,0.960054,6.10
3.90,0.556325,0.864716,6.10
4.10,0.492201,0.976897,6.10
4.20,0.447777,0.943472,6.10
4.30,0.387113,0.868576,6.10
4.40,0.324428,0.844806,6.10
1.80,-0.245894,0.079113,6.10
2.00,-0.398143,-0.111060,6.10
2.10,-0.456279,-0.110764,6.10
2.30,-0.536103,-0.183230,6.10
2.40,-0.558796,-0.211970,6.10
2.20,-0.499700,-0.144248,6.10
4.60,0.123858,0.622888,6.10
4.80,-0.047244,0.456329,6.10
4.50,0.231552,0.711735,6.10
4.70,0.033512,0.597771,6.10
5.00,-0.243010,0.182454,6.10
4.90,-0.141048,0.323063,6.10
0.80,0.541102,0.952114,6.20
0.00,0.000000,0.000000,6.20
0.10,0.131620,0.248336,6.20
6.10,-0.224156,0.232377,6.10
6.20,-0.107108,-0.026106,6.10
0.20,0.245076,0.750441,6.20
0.30,0.340490,0.686310,6.20
0.50,0.486794,0.997926,6.20
1.00,0.437781,0.829091,6.20
0.70,0.554123,0.959831,6.20
0.90,0.495590,0.862336,6.20
0.60,0.536220,0.967587,6.20
1.10,0.374006,0.851592,6.20
1.20,0.310862,0.773900,6.20
1.40,0.121619,0.593534,6.20
1.30,0.223267,0.750495,6.20
0.40,0.430822,0.866789,6.20
5.30,-0.452589,-0.061168,6.10
5.10,-0.325783,0.176944,6.10
5.20,-0.390063,0.074634,6.10
1.50,0.031604,0.346635,6.20
5.90,-0.412054,-0.137488,6.10
5.40,-0.508577,-0.028285,6.10
5.50,-0.546769,-0.022386,6.10
5.60,-0.558882,-0.058579,6.10
5.70,-0.533955,-0.126896,6.10
6.00,-0.315504,-0.076693,6.10
5.80,-0.476287,-0.127785,6.10
1.90,-0.332919,-0.056040,6.20
1.60,-0.046862,0.295949,6.20
2.90,-0.313951,-0.110469,6.20
2.80,-0.411278,-0.161180,6.20
3.10,-0.056746,-0.025105,6.20
3.30,0.207245,0.503325,6.20
3.20,0.079290,0.249613,6.20
3.00,-0.187480,-0.082594,6.20
3.40,0.334892,0.584330,6.20
3.50,0.429957,0.809967,6.20
2.40,-0.557150,-0.210542,6.20
2.30,-0.534554,-0.188434,6.20
2.50,-0.556267,-0.227882,6.20
2.60,-0.529055,-0.209342,6.20
2.70,-0.483552,-0.187058,6.20
3.80,0.558569,0.956580,6.20
3.60,0.492871,0.938015,6.20
4.00,0.528736,0.952475,6.20
3.70,0.536152,0.935161,6.20
4.10,0.487916,0.958426,6.20
4.20,0.443124,0.957102,6.20
3.90,0.552946,0.861279,6.20
1.70,-0.140044,0.179571,6.20
2.10,-0.453350,-0.099722,6.20
4.30,0.380615,0.844838,6.20
4.40,0.318918,0.815735,6.20
2.00,-0.392749,-0.092600,6.20
4.60,0.121820,0.621948,6.20
2.20,-0.496163,-0.134029,6.20
1.80,-0.245310,0.076472,6.20
4.50,0.226678,0.715643,6.20
4.70,0.033303,0.602562,6.20
4.90,-0.137425,0.372912,6.20
